qseqid	qlen	sacc	slen	evalue	pident	length	qcovhsp	sp
GZ10_004	116	KY176584	642	3.66E-50	98.276	116	100	Prionace_glauca
GZ10_005	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_006	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_007	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_008	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_009	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_011	117	KY176584	642	2.86E-51	99.138	116	99	Prionace_glauca
GZ10_012	116	KY176584	642	3.66E-50	98.276	116	100	Prionace_glauca
GZ10_014	115	KY176584	642	1.30E-49	98.261	115	100	Prionace_glauca
GZ10_015	117	KY176584	642	1.03E-50	99.145	117	100	Prionace_glauca
GZ10_016	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_017	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_018	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_021	101	KY176584	642	5.07E-43	99.01	101	100	Prionace_glauca
GZ10_022	104	KY176584	642	5.29E-43	98.077	104	100	Prionace_glauca
GZ10_023	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_024	98	KY176584	642	2.25E-41	98.98	98	100	Prionace_glauca
GZ10_025	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_026	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ10_029	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_030	119	KY176584	642	6.30E-53	99.16	119	100	Prionace_glauca
GZ10_031	116	KY176584	642	3.66E-50	98.276	116	100	Prionace_glauca
GZ10_032	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_033	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_034	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_035	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_036	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_037	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_038	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_039	117	KY176584	642	1.03E-50	99.145	117	100	Prionace_glauca
GZ10_040	116	KY176584	642	1.32E-49	98.276	116	100	Prionace_glauca
GZ10_041	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_042	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_043	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_044	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_046	110	KY176584	642	4.40E-49	100	110	100	Prionace_glauca
GZ10_047	123	KY176584	642	3.94E-55	99.187	123	100	Prionace_glauca
GZ10_049	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_050	107	KY176584	642	2.54E-46	99.065	107	100	Prionace_glauca
GZ10_051	104	KY176584	642	4.09E-44	99.038	104	100	Prionace_glauca
GZ10_054	124	KY176584	642	1.11E-55	99.194	124	100	Prionace_glauca
GZ10_056	116	KY176584	642	3.66E-50	98.276	116	100	Prionace_glauca
GZ10_057	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_058	101	KY176584	642	5.07E-43	99.01	101	100	Prionace_glauca
GZ10_073	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_074	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ10_075	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_077	105	KY176584	642	3.20E-45	99.048	105	100	Prionace_glauca
GZ10_078	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_079	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_124	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_126	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_131	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ10_132	125	KY176584	642	3.11E-56	99.2	125	100	Prionace_glauca
GZ10_134	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_135	117	KY176584	642	1.03E-50	99.145	117	100	Prionace_glauca
GZ10_156	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_159	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ10_160	90	KY176584	642	7.18E-36	97.778	90	100	Prionace_glauca
GZ10_185	116	KY176584	642	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_187	99	KY176584	642	6.36E-42	98.99	99	100	Prionace_glauca
GZ11_024	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_028	105	KY176584	642	3.20E-45	99.048	105	100	Prionace_glauca
GZ11_044	105	KY176584	642	1.15E-44	99.048	105	100	Prionace_glauca
GZ11_046	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_047	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_048	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_102	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_103	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ11_113	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_115	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_118	123	KY176584	642	1.09E-55	100	122	99	Prionace_glauca
GZ11_119	104	KY176584	642	8.78E-46	100	104	100	Prionace_glauca
GZ11_130	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_133	108	KY176584	642	5.58E-43	96.33	109	100	Prionace_glauca
GZ11_138	100	KY176584	642	1.39E-43	100	100	100	Prionace_glauca
GZ11_139	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_173	105	KY176584	642	5.36E-43	97.143	105	100	Prionace_glauca
GZ11_177	99	KY176584	642	4.92E-43	100	99	100	Prionace_glauca
GZ11_181	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_182	104	KY176584	642	8.78E-46	100	104	100	Prionace_glauca
GZ11_183	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_184	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_185	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_186	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ11_187	105	KY176584	642	2.48E-46	100	105	100	Prionace_glauca
GZ2_001	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_002	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_003	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_004	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_005	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_006	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_007	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_008	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_009	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_010	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_021	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_022	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_023	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_024	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_025	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_026	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_027	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_028	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_029	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_030	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_031	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_032	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_033	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_034	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_035	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_036	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_037	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_038	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_039	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_040	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_041	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_042	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_043	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_044	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_045	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_046	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_047	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_048	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_049	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_050	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_051	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_052	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_053	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_054	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_055	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_056	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_057	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_058	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_059	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_060	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_062	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_063	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_064	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_066	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_067	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_068	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_069	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_070	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_071	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_072	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_073	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_074	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_075	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_076	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_077	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_078	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_079	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_080	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_121	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_122	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_123	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_124	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_125	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_126	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_127	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_128	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_129	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_130	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_131	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_132	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_133	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_134	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_135	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_136	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_137	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_138	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_139	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_140	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_181	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_183	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_185	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ2_190	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_041	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_042	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_043	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_044	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_045	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_046	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_047	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_048	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_049	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_050	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_051	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_052	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_053	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_054	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_055	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_056	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_057	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_058	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_059	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_060	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_081	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_082	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_083	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_084	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_085	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_086	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_087	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_088	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_089	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_090	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_091	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_092	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_093	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_094	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_095	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_096	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_097	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_098	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_099	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_100	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_148	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_149	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_151	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_154	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_158	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_159	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_160	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ3_192	111	KY176584	642	1.24E-49	100	111	100	Prionace_glauca
GZ4_011	111	KY176584	642	1.24E-49	100	111	100	Prionace_glauca
GZ4_013	111	KY176584	642	1.24E-49	100	111	100	Prionace_glauca
GZ4_015	111	KY176584	642	1.24E-49	100	111	100	Prionace_glauca
GZ4_022	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_023	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_025	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_026	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_029	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_030	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_031	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_032	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_033	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_034	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_035	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_036	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_037	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_038	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_039	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_040	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_047	99	KY176584	642	4.92E-43	100	99	100	Prionace_glauca
GZ4_101	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_102	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_103	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_104	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_105	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_106	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_107	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_108	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_109	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_110	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_111	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_112	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_113	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_114	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_115	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_116	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_117	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_118	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_119	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_120	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ4_180	104	KY176584	642	8.78E-46	100	104	100	Prionace_glauca
GZ4_181	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_182	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_183	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_184	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_185	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_186	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_187	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_188	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_189	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ4_190	113	KY176584	642	9.81E-51	100	113	100	Prionace_glauca
GZ5_002	111	KY176584	642	1.24E-49	100	111	100	Prionace_glauca
GZ5_004	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_005	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_006	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_009	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_010	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_053	103	KY176584	642	3.12E-45	100	103	100	Prionace_glauca
GZ5_061	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_062	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_063	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_064	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_065	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_066	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_067	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_068	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_069	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_071	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_072	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_073	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_074	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_075	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_076	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_077	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_078	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_080	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ5_121	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_122	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_123	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_124	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_125	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_126	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_128	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_130	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_132	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_133	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_134	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_135	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_136	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_137	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_138	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_139	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_140	115	KY176584	642	7.77E-52	100	115	100	Prionace_glauca
GZ5_161	107	KY176584	642	1.97E-47	100	107	100	Prionace_glauca
GZ5_166	103	KY176584	642	3.12E-45	100	103	100	Prionace_glauca
GZ5_187	114	KY176584	642	2.76E-51	100	114	100	Prionace_glauca
GZ5_188	114	KY176584	642	2.76E-51	100	114	100	Prionace_glauca
GZ5_193	114	KY176584	642	2.76E-51	100	114	100	Prionace_glauca
GZ5_194	114	KY176584	642	2.76E-51	100	114	100	Prionace_glauca
GZ5_198	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ7_062	111	KY176584	642	2.68E-46	98.198	111	100	Prionace_glauca
GZ7_067	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ7_071	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_072	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_074	116	KY176584	642	7.87E-52	100	115	99	Prionace_glauca
GZ7_075	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ7_076	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ7_116	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ7_151	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_152	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_153	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_154	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_155	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_156	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_157	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_158	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_159	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ7_160	116	KY176584	642	1.02E-50	99.138	116	100	Prionace_glauca
GZ8_001	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_002	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_003	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_004	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_005	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_006	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_007	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_008	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_009	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_010	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_021	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_022	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_024	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_027	91	KY176584	642	1.21E-38	100	91	100	Prionace_glauca
GZ8_028	91	KY176584	642	1.21E-38	100	91	100	Prionace_glauca
GZ8_029	91	KY176584	642	1.21E-38	100	91	100	Prionace_glauca
GZ8_030	91	KY176584	642	1.21E-38	100	91	100	Prionace_glauca
GZ8_091	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_101	117	KY176584	642	1.03E-50	99.145	117	100	Prionace_glauca
